"date","hits","geo","time","keyword","gprop","category"
2019-03-24,81,"DE","today+5-y","Aldi Nord","web",0
2019-03-31,69,"DE","today+5-y","Aldi Nord","web",0
2019-04-07,72,"DE","today+5-y","Aldi Nord","web",0
2019-04-14,73,"DE","today+5-y","Aldi Nord","web",0
2019-04-21,82,"DE","today+5-y","Aldi Nord","web",0
2019-04-28,74,"DE","today+5-y","Aldi Nord","web",0
2019-05-05,67,"DE","today+5-y","Aldi Nord","web",0
2019-05-12,62,"DE","today+5-y","Aldi Nord","web",0
2019-05-19,65,"DE","today+5-y","Aldi Nord","web",0
2019-05-26,68,"DE","today+5-y","Aldi Nord","web",0
2019-06-02,70,"DE","today+5-y","Aldi Nord","web",0
2019-06-09,63,"DE","today+5-y","Aldi Nord","web",0
2019-06-16,72,"DE","today+5-y","Aldi Nord","web",0
